R,G,B,H,S,V
97.44148254394531,199.8513946533203,159.10926818847656,40.879058837890625,135.94583129882812,200.11839294433594
65.45985412597656,134.2050323486328,160.22161865234375,25.156951904296875,159.44024658203125,168.95481872558594
87.72407531738281,116.3697509765625,114.83033752441406,86.23506164550781,88.26377868652344,126.16046142578125
155.39846801757812,160.82177734375,167.2853240966797,56.6602783203125,33.988616943359375,168.20748901367188
96.33665466308594,105.6683349609375,88.798095703125,87.41384887695312,94.4295654296875,120.17034912109375
76.31063842773438,109.61544799804688,112.11296081542969,50.81024169921875,110.08210754394531,123.09645080566406
198.7960968017578,220.1453094482422,223.27232360839844,16.00933837890625,41.9444580078125,224.60105895996094
109.87664794921875,116.23027038574219,116.48753356933594,81.93746948242188,97.84971618652344,138.57958984375
66.77523803710938,121.38172912597656,176.47183227539062,42.62562561035156,170.05010986328125,176.47183227539062
141.1816864013672,111.78076171875,169.24099731445312,143.216064453125,101.73785400390625,174.3336944580078
75.68917846679688,148.25669860839844,169.9358673095703,30.454025268554688,156.35012817382812,172.27940368652344
83.39173889160156,90.81707763671875,114.56697082519531,62.74916076660156,81.5352783203125,118.24604797363281
178.8291015625,175.04165649414062,194.94337463378906,90.33927917480469,56.88917541503906,199.0406951904297
174.84837341308594,198.60276794433594,204.8181915283203,60.62445068359375,67.59727478027344,211.75816345214844
152.54132080078125,127.15080261230469,102.70263671875,99.1566162109375,113.58775329589844,163.34014892578125
49.32305908203125,94.88873291015625,81.8076171875,51.2977294921875,143.13099670410156,96.14732360839844
179.12765502929688,218.9236602783203,201.3319091796875,24.275985717773438,60.43367004394531,219.03451538085938
